Idalumno,CodAsig,Asignatura,Carrera,Semestre,Convocatoria,Anho,Ciclo,Aprobado,AnhoFirma,1P,2P,Taller,Asistencia,SumProceso,Requisito,1R,2R,NF,1F,2F,3F,Abandono,Materias cursadas,Veces recursada
820,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,4,13,4,1,21,1,10,13,0,0,0,0,1,5,1
820,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,2018,10,9,7,1,26,1,30,0,0,0,0,0,1,6,2
820,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,6,0,0,1,6,1,34,0,1,0,1,1,1,5,3
820,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,1,2019,17,18,3,1,38,1,0,0,2,1,2,0,0,7,4
821,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,19,30,9,1,58,1,0,0,5,5,0,0,0,5,0
828,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,0,6,1,14,0,0,0,0,0,0,0,1,6,0
828,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,12,3,4,1,19,1,24,0,0,0,0,0,0,8,1
828,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,10,16,7,1,33,1,34,0,1,0,1,1,0,7,2
828,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,19,24,0,1,43,1,0,0,4,4,0,0,0,8,3
829,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,23,5,1,47,1,0,0,2,2,0,0,0,3,0
832,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,3,0,0,1,3,0,0,0,0,0,0,0,1,6,0
832,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,2,8,2,1,12,0,0,0,0,0,0,0,1,5,1
832,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,12,8,3,1,23,1,18,16,0,0,0,0,0,5,2
838,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,0,2016,13,19,4,1,36,1,0,0,1,0,1,0,0,6,0
838,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,2016,11,0,0,1,11,1,0,14,1,1,0,1,1,7,1
838,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2019,19,16,4,1,39,1,0,0,2,2,0,0,0,7,2
839,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,6,23,6,1,35,1,22,0,3,0,1,3,0,5,0
841,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,7,20,5,1,32,1,0,0,3,0,0,3,0,4,0
843,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,5,0,1,0,6,0,0,0,0,0,0,0,1,6,0
843,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,14,4,4,1,22,1,0,0,0,0,0,0,0,5,1
843,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,20,11,7,1,38,1,16,0,1,0,1,1,0,5,2
843,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,19,21,0,1,40,1,0,0,3,3,0,0,0,6,3
850,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,2018,11,17,7,1,35,1,0,0,1,1,1,0,0,5,0
850,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2018,18,12,0,1,30,0,0,0,1,1,0,0,1,8,1
850,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,1,2019,20,28,8,1,56,1,0,0,4,4,0,0,0,4,2
851,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,2019,16,22,2,1,40,1,0,0,0,0,0,0,0,8,0
851,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,9,0,0,1,9,1,0,0,1,1,1,0,1,6,1
851,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,5,2
851,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,9,8,4,1,21,1,0,10,0,0,0,0,1,5,3
854,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,17,3,1,35,1,0,0,2,2,0,0,0,6,0
855,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,10,17,4,1,31,1,16,0,0,0,0,0,1,4,0
859,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,32,7,1,58,1,0,0,5,5,0,0,0,6,0
860,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,12,19,2,1,33,1,0,0,2,0,2,0,0,5,0
863,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
863,13015,ESTATICA,MEC-PLS13 ,3,1,2021,1,0,2021,14,19,2,1,35,1,0,0,1,1,0,0,0,5,1
863,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,2021,0,0,2,1,2,1,8,0,1,0,1,1,1,5,2
863,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,1,2022,11,18,6,1,35,1,0,0,2,2,0,0,0,5,3
866,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,2016,13,24,3,1,40,1,0,0,0,0,0,0,0,5,0
866,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2016,8,0,0,1,8,1,0,0,2,1,2,0,1,5,1
873,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,5,0
873,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,2,0,2,0,4,0,0,0,0,0,0,0,1,5,1
874,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,26,6,1,50,1,0,0,4,4,0,0,0,4,0
878,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,14,17,6,1,37,1,0,0,2,0,2,0,0,6,0
879,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,28,6,1,51,1,0,0,4,4,0,0,0,6,0
880,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,14,8,5,1,27,1,0,0,0,0,0,0,0,3,0
880,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,12,31,9,1,52,1,0,0,3,3,0,0,0,3,1
884,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,2018,6,10,4,1,20,1,31,31,1,0,0,1,0,6,0
884,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2018,18,21,0,1,39,1,0,0,3,3,0,0,0,4,1
887,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,14,31,7,1,52,1,0,0,3,3,0,0,0,5,0
888,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,11,5,1,24,1,19,24,0,0,0,0,1,3,0
888,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,13,10,4,1,27,1,32,0,2,0,2,0,0,2,1
889,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,0,2016,8,10,6,1,24,1,0,0,1,0,0,1,0,4,0
889,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,1,2016,0,0,0,1,0,1,22,0,2,0,2,0,1,3,1
891,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2016,14,17,4,1,35,1,0,0,1,0,0,1,0,5,0
891,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2016,16,19,0,1,35,1,0,0,2,1,2,0,0,4,1
892,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,17,6,1,40,1,0,0,2,2,0,0,0,4,0
897,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,15,14,4,1,33,1,0,0,0,0,0,0,0,5,0
897,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,12,21,7,1,40,1,0,0,2,2,0,0,0,4,1
898,13015,ESTATICA,MEC-PLS13 ,3,1,2016,2,1,2016,16,24,7,1,47,1,0,0,3,3,0,0,0,6,0
899,13015,ESTATICA,MCT-PLS13 ,3,2,2021,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,6,0
899,13015,ESTATICA,MCT-PLS13 ,3,2,2022,2,0,0,11,4,2,0,17,0,0,0,0,0,0,0,1,3,1
901,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
901,13015,ESTATICA,MEC-PLS13 ,3,1,2017,2,0,0,4,3,6,1,13,0,0,0,0,0,0,0,1,5,1
901,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,2018,12,13,7,1,32,1,34,0,1,0,1,1,0,5,2
901,13015,ESTATICA,MEC-PLS13 ,3,1,2019,1,1,2018,19,24,0,1,43,1,0,0,2,2,0,0,0,5,3
903,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,7,4,1,11,0,0,0,0,0,0,0,1,5,0
903,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,3,13,3,0,19,0,0,0,0,0,0,0,1,7,1
903,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,5,2
903,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,12,9,4,1,25,1,16,0,0,0,0,0,0,4,3
903,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,22,22,7,1,51,1,0,0,4,4,0,0,0,4,4
905,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,12,22,7,1,41,1,0,0,2,1,2,0,0,3,0
907,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,2016,13,23,6,1,42,1,0,0,0,0,0,0,0,5,0
907,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,1,2016,14,13,0,1,27,1,16,0,3,0,3,0,0,6,1
908,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,13,19,4,1,36,1,0,0,2,1,2,0,0,5,0
911,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
911,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,12,16,5,1,33,1,12,0,0,0,0,0,0,3,1
912,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,5,5,3,0,13,0,0,0,0,0,0,0,1,6,0
912,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,10,14,4,1,28,1,16,2,0,0,0,0,1,6,1
912,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,17,17,2,1,36,1,0,0,1,0,1,0,0,4,2
912,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,10,16,0,1,26,1,0,0,2,2,0,0,0,4,3
918,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2017,19,18,9,1,46,1,0,0,2,2,0,0,0,6,0
919,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,23,5,1,47,1,0,0,3,3,0,0,0,5,0
920,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,19,32,8,1,59,1,0,0,5,5,0,0,0,6,0
922,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,0,2,1,6,0,0,0,0,0,0,0,1,6,0
922,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1
922,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,9,13,5,1,27,1,0,10,0,0,0,0,1,6,2
923,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,13,10,6,1,29,1,23,26,0,0,0,0,0,4,0
923,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,15,22,5,1,42,1,0,0,3,1,3,0,0,2,1
925,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
927,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,11,23,6,1,40,1,0,0,2,2,0,0,0,5,0
934,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2016,14,7,7,1,28,1,0,0,1,0,0,1,0,6,0
934,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,1,2016,10,20,0,1,30,1,0,0,2,2,0,0,0,4,1
935,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
937,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,7,19,5,1,31,1,0,0,2,0,1,2,0,6,0
938,13015,ESTATICA,ELE-PLS13 ,3,1,2019,1,0,0,15,13,2,0,30,0,0,0,0,0,0,0,1,7,0
938,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,18,15,2,1,35,1,0,0,1,1,0,0,0,5,1
938,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,14,18,4,1,36,1,0,0,2,2,0,0,0,6,2
940,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,0
940,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1
940,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,4,2
943,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,10,13,3,1,26,1,15,15,0,0,0,0,1,3,0
943,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,11,18,7,1,36,1,0,0,2,2,0,0,0,4,1
945,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,16,7,6,1,29,1,17,20,0,0,0,0,0,3,0
945,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,15,18,7,1,40,1,0,0,3,3,0,0,0,3,1
946,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,22,5,1,42,1,0,0,2,1,1,2,0,6,0
949,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,25,7,1,49,1,0,0,2,2,0,0,0,6,0
951,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,11,14,4,1,29,1,0,0,2,0,0,2,0,6,0
952,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,6,21,4,1,31,1,0,0,0,0,0,0,1,6,0
952,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,2017,10,26,6,1,42,1,0,0,0,0,0,0,1,4,1
953,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,3,0,5,0,8,0,0,0,0,0,0,0,1,3,0
953,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,0,6,2,7,1,15,0,0,0,0,0,0,0,1,3,1
953,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,9,6,2,1,17,1,8,20,0,0,0,0,1,5,2
953,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,14,10,2,1,26,1,16,0,0,0,0,0,0,4,3
953,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,9,10,3,1,22,1,15,0,0,0,0,0,1,6,4
953,13015,ESTATICA,IND-PLS13 ,3,1,2021,1,1,2021,17,26,5,1,48,1,0,0,4,4,0,0,0,3,5
958,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,13,15,3,1,31,1,0,0,0,0,0,0,0,5,0
958,13015,ESTATICA,IND-PLS13 ,3,1,2017,2,0,2017,14,9,4,1,27,1,0,32,1,0,0,1,0,3,1
958,13015,ESTATICA,IND-PLS13 ,3,1,2018,1,0,2017,0,0,0,1,0,1,0,0,1,1,0,0,1,6,2
958,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3
958,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4
958,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,0,0,6,13,5,1,24,1,22,0,0,0,0,0,1,6,5
961,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,1,0,2,1,3,0,0,0,0,0,0,0,1,5,0
961,13015,ESTATICA,ELE-PLS13 ,3,1,2022,1,0,0,6,0,2,1,8,0,0,0,0,0,0,0,1,5,1
961,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,10,0,5,1,15,0,0,0,0,0,0,0,1,3,2
965,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,18,10,8,1,36,1,0,0,2,2,0,0,0,3,0
967,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,13,22,6,1,41,1,0,0,2,1,1,2,0,4,0
968,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,6,20,2,1,28,1,0,0,2,0,2,0,0,8,0
971,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,13,11,2,1,26,1,0,0,0,0,0,0,0,3,0
971,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,2017,13,21,6,1,40,1,0,0,1,1,0,1,0,3,1
971,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2017,12,16,0,1,28,1,0,0,3,0,3,0,0,6,2
972,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
972,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,12,3,1,15,0,0,0,0,0,0,0,1,4,1
972,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,2018,7,9,3,1,19,1,32,0,1,0,1,0,0,3,2
972,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,1,2018,8,15,0,1,23,1,0,0,2,2,0,0,0,5,3
974,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,15,16,4,1,35,1,0,0,2,2,0,0,0,3,0
977,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,6,9,3,1,18,1,8,12,0,0,0,0,1,5,0
977,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,0,0,9,13,3,1,25,1,10,0,0,0,0,0,1,6,1
977,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,10,10,2,1,22,1,0,18,0,0,0,0,1,7,2
982,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1,5,0
982,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,1,2017,14,24,8,1,46,1,0,0,3,3,0,0,0,5,1
988,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2015,16,27,0,1,43,1,0,0,3,3,0,0,0,6,0
989,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,0,0,6,13,6,1,25,1,0,0,0,0,0,0,1,5,0
991,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
991,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,4,3,2,1,9,0,0,0,0,0,0,0,1,2,1
991,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,11,0,2,1,13,0,0,0,0,0,0,0,1,3,2
991,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,13,9,5,1,27,1,34,0,1,0,1,0,0,3,3
995,13015,ESTATICA,ELE-PLS13 ,3,2,2021,2,0,0,6,13,2,1,21,1,0,0,0,0,0,0,1,5,0
995,13015,ESTATICA,MCT-PLS13 ,3,1,2022,1,0,0,17,8,3,1,28,1,0,0,0,0,0,0,0,5,1
995,13015,ESTATICA,ELE-PLS13 ,3,2,2022,2,0,0,6,20,5,1,31,1,0,10,0,0,0,0,1,6,2
1000,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,6,0
1000,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,18,30,4,1,52,1,0,0,5,5,0,0,0,7,1
1007,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,2017,11,10,5,1,26,1,27,30,1,0,0,1,0,5,0
1007,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,1,2017,13,17,0,1,30,1,0,0,2,1,2,0,0,6,1
1009,13015,ESTATICA,MEC-PLS13 ,3,2,2021,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,8,0
1009,13015,ESTATICA,MEC-PLS13 ,3,2,2022,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,1
1010,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,7,24,6,1,37,1,0,0,2,0,1,2,0,5,0
1011,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,2,1,9,0,0,0,0,0,0,0,1,8,0
1011,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1
1012,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0
1012,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,1
1014,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,2016,14,21,5,1,40,1,0,0,0,0,0,0,0,3,0
1014,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2016,0,0,0,1,0,1,0,0,2,1,2,0,1,4,1
1015,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,8,12,3,1,23,1,6,18,0,0,0,0,1,4,0
1015,13015,ESTATICA,CIV-PLS13 ,3,1,2018,1,1,2018,13,18,6,1,37,1,0,0,2,2,0,0,0,7,1
1024,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,0,8,1,2,1,11,0,0,0,0,0,0,0,1,5,0
1024,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,2020,9,6,3,1,18,1,0,0,1,0,1,0,0,3,1
1024,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,11,15,1,1,27,0,0,0,0,0,0,0,1,3,2
1024,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,1,2022,15,9,6,1,30,1,28,46,2,0,0,2,0,4,3
1026,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,0,2016,13,18,5,1,36,1,0,0,1,0,0,1,0,5,0
1026,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,1,2016,15,27,0,1,42,1,0,0,3,3,0,0,0,4,1
1029,13015,ESTATICA,CIV-PLS13 ,3,1,2021,1,0,0,7,0,2,1,9,1,0,0,0,0,0,0,1,6,0
1029,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,4,1,11,0,0,0,0,0,0,0,1,5,1
1032,13015,ESTATICA,MEC-PLS13 ,3,2,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
1032,13015,ESTATICA,MEC-PLS13 ,3,2,2019,2,1,2019,8,24,4,1,36,1,0,0,3,1,3,0,0,4,1
1034,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,0,6,13,2,1,21,1,26,25,0,0,0,0,1,3,0
1034,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,0,0,11,12,3,1,26,1,11,0,0,0,0,0,1,4,1
1034,13015,ESTATICA,IND-PLS13 ,3,2,2019,2,1,2019,11,23,5,1,39,1,0,0,3,1,3,0,0,5,2
1039,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,0,0,0,9,2,0,11,0,0,0,0,0,0,0,1,4,0
1039,13015,ESTATICA,CIV-PLS13 ,3,2,2019,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,4,1
1041,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,8,15,7,1,30,1,0,0,3,0,1,3,0,5,0
1043,13015,ESTATICA,CIV-PLS13 ,3,2,2018,2,0,2018,18,15,9,1,42,1,0,0,1,0,0,1,0,6,0
1043,13015,ESTATICA,CIV-PLS13 ,3,1,2019,1,1,2018,21,18,0,1,39,1,0,0,3,3,0,0,0,7,1
1045,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
1045,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1
1045,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,0,10,0,2,1,12,0,0,0,0,0,0,0,1,3,2
1049,13015,ESTATICA,ELE-PLS13 ,3,1,2017,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,6,0
1049,13015,ESTATICA,ELE-PLS13 ,3,1,2018,1,0,0,10,13,3,1,26,1,0,0,0,0,0,0,1,5,1
1049,13015,ESTATICA,ELE-PLS13 ,3,2,2018,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,5,2
1049,13015,ESTATICA,ELE-PLS13 ,3,2,2019,2,0,2019,13,9,8,1,30,1,27,0,1,0,1,0,0,5,3
1049,13015,ESTATICA,ELE-PLS13 ,3,1,2021,1,1,2021,16,30,6,1,52,1,0,0,4,4,0,0,0,5,4
1050,13015,ESTATICA,MCT-PLS13 ,3,1,2017,2,0,0,5,3,6,1,14,0,0,0,0,0,0,0,1,4,0
1050,13015,ESTATICA,MCT-PLS13 ,3,1,2018,1,0,0,5,1,2,1,8,0,0,0,0,0,0,0,1,7,1
1050,13015,ESTATICA,MCT-PLS13 ,3,2,2018,2,0,0,10,9,2,1,21,1,0,16,0,0,0,0,1,5,2
1050,13015,ESTATICA,MCT-PLS13 ,3,1,2019,1,0,0,5,13,3,1,21,1,8,0,0,0,0,0,1,4,3
1050,13015,ESTATICA,MCT-PLS13 ,3,2,2019,2,1,2019,5,17,5,1,27,1,30,0,2,0,2,0,0,6,4
1051,13015,ESTATICA,MCT-PLS13 ,3,1,2016,2,1,2016,13,28,4,1,45,1,0,0,3,0,1,3,0,5,0
1053,13015,ESTATICA,CIV-PLS13 ,3,2,2021,2,0,0,7,0,2,1,9,0,0,0,0,0,0,0,1,5,0
1053,13015,ESTATICA,CIV-PLS13 ,3,1,2022,1,0,0,11,2,2,1,15,0,0,0,0,0,0,0,1,5,1
1053,13015,ESTATICA,CIV-PLS13 ,3,2,2022,2,0,2022,14,7,5,1,26,1,32,0,1,0,1,0,0,4,2
1056,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,0,12,11,3,1,26,1,0,0,0,0,0,0,0,5,0
1056,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
1057,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,1,2016,17,21,5,1,43,1,0,0,2,2,0,0,0,5,0
1058,13015,ESTATICA,IND-PLS13 ,3,2,2018,2,0,2018,9,8,4,1,21,1,14,32,1,0,0,1,0,6,0
1058,13015,ESTATICA,IND-PLS13 ,3,1,2019,1,1,2018,10,26,0,1,36,1,0,0,2,1,2,0,0,5,1
1060,13015,ESTATICA,IND-PLS13 ,3,1,2016,2,1,2016,12,23,8,1,43,1,0,0,3,0,1,3,0,5,0
1063,13015,ESTATICA,ELE-PLS13 ,3,1,2016,2,1,2016,16,17,7,1,40,1,0,0,2,0,1,2,0,5,0
1067,13015,ESTATICA,CIV-PLS13 ,3,1,2016,2,0,2015,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0
1067,13015,ESTATICA,CIV-PLS13 ,3,1,2017,2,0,0,7,12,2,0,21,1,17,16,0,0,0,0,1,6,1
